Term,Meaning_of_term,Dialect type,Location_Recognition_question,Cultural_Interpretation_question,Contextual_Usage_question,Fill_in_Blank_question,True_False_question,Meaning_question
على طمام المرحوم,إذا سألك واحد عن شي وتجيبه أن الأمر كما هو عليه لم يتغير .,Central,"المهمة: حدد المنطقة التي يشتهر فيها استخدام عبارة 'على طمام المرحوم'.
السؤال: أين يتم استخدام تعبير 'على طمام المرحوم' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) حائل
الإجابة الصحيحة: أ","المهمة: فسر المعنى الثقافي لعبارة 'على طمام المرحوم'.
السؤال: ماذا تعني عبارة 'على طمام المرحوم' في الثقافة السعودية؟
الخيارات:
أ) تعبر عن الاستسلام
ب) تعبر عن الثبات على الحال
ج) تعبر عن التفاؤل
د) تعبر عن الحزن
الإجابة الصحيحة: ب","المهمة: حدد السياق المناسب لاستخدام عبارة 'على طمام المرحوم'.
السؤال: في أي حالة يمكن استخدام عبارة 'على طمام المرحوم'؟
الخيارات:
أ) عندما الأمور تسير على ما يرام
ب) عندما يحدث تغيير كبير
ج) عند حدوث أزمة
د) عندما تشعر بالقلق
الإجابة الصحيحة: أ","المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: إذا سألك شخص عن نتيجة مباراة، وقلت له 'يا هلا، كل شيء عال______'.
الخيارات:
أ) طمام
ب) زين
ج) حلو
د) فوضى
الإجابة الصحيحة: أ","المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: العبارة 'على طمام المرحوم' تعني أن الأمور قد تحسنت.
الخيارات:
أ) صحيح
ب) خاطئ
الإجابة الصحيحة: ب","المهمة: حدد المعنى الصحيح لعبارة 'على طمام المرحوم'.
السؤال: ما هو المعنى الدقيق للعبارة 'على طمام المرحوم'؟
الخيارات:
أ) الأمور كما هي مذهولة
ب) الأمور لم تتغير
ج) الأمور متعثرة
د) الأمور جيدة
الإجابة الصحيحة: ب"
عليه من الله ظل,قليل الحيله و الفهم ، وقد يوصف به الاحمق الذي لا يعي ما يعمل او لا يعي نتائج ما يعمل,Central,"المهمة: حدد الموقع الذي يُستخدم فيه المصطلح 'عليه من الله ظل' بشكل شائع.
السؤال: أي منطقة في المملكة يُستخدم فيها هذا المصطلح غالبًا؟
الخيارات:
أ) الرياض
ب) جازان
ج) جدة
د) نجد
الإجابة الصحيحة: د","المهمة: وضح ما تعكسه العبارة عن الثقافة السعودية.
السؤال: ماذا تعكس عبارة 'عليه من الله ظل' عن نظرة المجتمع السعودي للأشخاص الذين يفتقرون للحيلة؟
الخيارات:
أ) تقدير البدلاء
ب) احترم الفشل
ج) النظر إلى الأشخاص المحتاجين بفهم
د) الإعجاب بالشجاعة
الإجابة الصحيحة: ج","المهمة: اختر السياق المناسب لاستخدام التعبير.
السؤال: في أي حالات يمكن أن تستخدم العبارة 'عليه من الله ظل'؟
الخيارات:
أ) عند وصف شخص ناجح
ب) عند الحديث عن شخص يفتقر إلى الحيلة
ج) في مديح شخص آخر
د) عند الحديث عن شخص محترف
الإجابة الصحيحة: ب","المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: الشخص الذي يصف بأنه 'عليه من الله ظل' هو شخص ______.
الخيارات:
أ) ذكي
ب) قوي
ج) قليل الحيلة
د) متفائل
الإجابة الصحيحة: ج","المهمة: حدد إذا كانت العبارة التالية صحيحة أم خاطئة.
السؤال: العبارة 'عليه من الله ظل' تعني شخص حكيم.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: حدد المعنى المناسب للجملة.
السؤال: ما معنى 'عليه من الله ظل'؟
الخيارات:
أ) كثير الفهم
ب) متوكل على الله
ج) قليل الحيلة والفهم
د) قوي الشخصية
الإجابة الصحيحة: ج"
عمية تحفف مجنونه و تقلها حواجبك سود و مقرونة,شخص غير مؤهل يقود شخص أو أشخاص غير مؤهلين للقيام بالعمل,Central,"المهمة: حدد الموقع الذي يتمثل فيه المصطلح بشكل أكبر.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'عمية تحفف مجنونه و تقلها حواجبك سود و مقرونة' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) مكة
الإجابة الصحيحة: أ","المهمة: فسر العبارة من منظور ثقافي.
السؤال: ما الذي يعكسه استخدام 'عمية تحفف مجنونه و تقلها حواجبك سود و مقرونة' عن الثقافة السعودية؟
الخيارات:
أ) تأكيد على أهمية الكفاءة في العمل
ب) دعابة عن الجمال
ج) حول المشاعر الأسرية
د) يعد تنبيهًا اجتماعيًا
الإجابة الصحيحة: أ","المهمة: في أي سياق يُستخدم المصطلح؟
السؤال: في أي موقف يمكنك أن تستخدم عبارة 'عمية تحفف مجنونه و تقلها حواجبك سود و مقرونة'؟
الخيارات:
أ) أثناء مناقشة عن التعليم
ب) عند الحديث عن الأزياء
ج) عند وصف شخص غير مؤهل
د) في حديث عائلي
الإجابة الصحيحة: ج","المهمة: أكمل العبارة التالية.
السؤال: 'عمية تحفف مجنونه و تقلها حواجبك _____ و مقرونة'.
الخيارات:
أ) بيضاء
ب) سود
ج) حمراء
د) زرقاء
الإجابة الصحيحة: ب","المهمة: حدد صحة العبارة التالية.
السؤال: عبارة 'عمية تحفف مجنونه و تقلها حواجبك سود و مقرونة' تعني أن الشخص حذر جدًا.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: حدد المعنى الصحيح للمصطلح.
السؤال: ما هو المعنى الصحيح لعبارة 'عمية تحفف مجنونه و تقلها حواجبك سود و مقرونة'؟
الخيارات:
أ) شخص غير مؤهل يقود شخص أو أشخاص غير مؤهلين للقيام بالعمل
ب) شخص يُحسن التصرف و يتولى الأمور بحكمة
ج) شخص مرّ بأزمة و يحتاج إلى دعم
د) شخص يتمتع بمهارات فنية عالية
الإجابة الصحيحة: أ"
عنز بدو طاحت في مريس,هذا المثل يقال للشخص اذا ادمن بشكل مبالغ فيه على فعل او اكل شي جديد,Central,"المهمة: حدد الموقع الذي يُستخدم فيه هذا المثل.
السؤال: في أي منطقة سعودية يُستخدم المثل 'عنز بدو طاحت في مريس' بشكل شائع؟
الخيارات:
أ) مكة
ب) الرياض
ج) القصيم
د) الأحساء
الإجابة الصحيحة: ج","المهمة: فسر المعنى الثقافي للمثل.
السؤال: ما الذي يعكسه المثل 'عنز بدو طاحت في مريس' من قيم المجتمع السعودي؟
الخيارات:
أ) أهمية الاعتدال
ب) ضرورة التواصل الاجتماعي
ج) قيمة الشجاعة
د) تقبل المجتمع للخطأ بشكل واسع
الإجابة الصحيحة: أ","المهمة: اختر السياق المناسب لاستخدام المثل.
السؤال: في أي حالة يمكن استخدام المثل 'عنز بدو طاحت في مريس'؟
الخيارات:
أ) عندما يفرط شخص في تناول الطعام
ب) عندما ينجح شخص في دراسة
ج) عند إظهار الحزن
د) عندما يتم مدح شخص
الإجابة الصحيحة: أ","المهمة: أكمل العبارة.
السؤال: يُقال المثل 'عنز بدو طاحت في مريس' عند الإشارة إلى _____ بشكل مفرط.
الخيارات:
أ) الفخر
ب) الإدمان
ج) الاستهتار
د) الكرم
الإجابة الصحيحة: ب","المهمة: حدد إذا كانت العبارة صحيحة أو خاطئة.
السؤال: المثل 'عنز بدو طاحت في مريس' يُستخدم للتعبير عن الفقدان.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: حدد المعنى الصحيح للمثل 'عنز بدو طاحت في مريس'.
السؤال: ما هو المعنى الذي يعبر عنه المثل 'عنز بدو طاحت في مريس'؟
الخيارات:
أ) يدل على الإدمان بشكل مفرط
ب) يشير إلى الفخر والاعتزاز
ج) يستخدم في المدح
د) يتحدث عن الخسارة
الإجابة الصحيحة: أ"
تفكر الشغلة .نجارة.يضرب بالقدوم ويمسح بالفارة,ليس الأمر بذ بغاية السهولة,Western,"المهمة: حدد الموقع المرتبط بالعبارة.
السؤال: في أي منطقة سعودية يُستخدم المثل 'تفكر الشغلة .نجارة.يضرب بالقدوم ويمسح بالفارة' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) أبها
د) الدمام
الإجابة الصحيحة: ب","المهمة: فسر العبارة ثقافياً.
السؤال: ما هو المعنى الثقافي للعبارة 'نجارة' في اللهجة السعودية؟
الخيارات:
أ) فن الحرف اليدوية
ب) العمل في المجال الطبي
ج) المهن الإدارية
د) دراسة العلوم
الإجابة الصحيحة: أ","المهمة: اختر الاستخدام الصحيح للعبارة.
السؤال: أين يمكن استخدام العبارة 'يضرب بالقدوم ويمسح بالفارة' بشكل صحيح؟
الخيارات:
أ) في ورشة النجارة
ب) في المدرسة
ج) على الطاولة
د) في المطعم
الإجابة الصحيحة: أ","المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: إذا رأيت أن العمل في __________ ليس سهلاً، فقد تحتاج لمساعدة.
الخيارات:
أ) النجارة
ب) القيادة
ج) الطبخ
د) التعليم
الإجابة الصحيحة: أ","المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: العبارة 'فاكر الشغلة' تعني 'نسيان الأمر'؟
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: حدد معنى العبارة.
السؤال: ماذا تعني العبارة: 'ليس الأمر بذ بغاية السهولة'؟
الخيارات:
أ) الأمر سهل جداً
ب) الأمر ليس سهلاً
ج) الأمر صعب جداً
د) الأمر يتطلب مهارة
الإجابة الصحيحة: ب"
قال للغلباوي اسكت وأعطيك ريال ، قال خذ خمسة وخليني اتكلم,مثل يقال للشخص كتير الكلام واللي ما يسكت لو ايش ما تسوي فيه ^^,General,"المهمة: حدد الموقع المرتبط باستخدام المثل.
السؤال: في أي دولة يُستخدم هذا المثل 'قال للغلباوي اسكت وأعطيك ريال ، قال خذ خمسة وخليني اتكلم ' بشكل أكثر شيوعاً؟
الخيارات:
أ) البحرين
ب)الكويت 
ج) عمان
د) السعودية
الإجابة الصحيحة: د","المهمة: فسر كيف يعكس المثل ثقافة المجتمع السعودي.
السؤال: ما الذي يعكسه هذا المثل عن السياق الاجتماعي في السعودية؟
الخيارات:
أ) يحث على الصمت
ب) يعبر عن روح الدعابة
ج) يشجع على التحدث
د) يُظهر قيمة المال
الإجابة الصحيحة: ب","المهمة: اختر الاستخدام الصحيح للمثل في السياق.
السؤال: في أي حال يمكن استخدام هذا المثل؟
الخيارات:
أ) عند صدور حديث طويل عن شخص
ب) أثناء تناول الطعام مع الأصدقاء
ج) عند التحدث عن الدراسة
د) أثناء مشاهدة التلفاز
الإجابة الصحيحة: أ","المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: يعبر المثل عن شخص يتحدث كثيرًا حتى لو قُدم له _______.
الخيارات:
أ) مال
ب) طعام
ج) شراب
د) نصيحة
الإجابة الصحيحة: أ","المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: هل يُستخدم هذا المثل ليعبر عن شخص يصمت عند عرض المال؟
الخيارات:
أ) صحيح
ب) خاطئ
الإجابة الصحيحة: ب","المهمة: حدد المعنى المقصود من المثل.
السؤال: ما معنى المثل: 'قال للغلباوي اسكت وأعطيك ريال ، قال خذ خمسة وخليني اتكلم'؟
الخيارات:
أ) يُشير إلى الشخص الذي يتحدث كثيرًا
ب) يُعبر عن شخص ساكت
ج) يعني طلب المساعدة
د) يتحدث عن السخاء
الإجابة الصحيحة: أ"
قرعة الساقي,يطلق على الشي الذي يكلف اكثر من قيمته,Central,"المهمة: حدد المنطقة الأكثر استخدامًا للعبارة 'قرعة الساقي'.
السؤال: أين يُستخدم المصطلح 'قرعة الساقي' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) الدمام
ج) جدة
د) أبها
الإجابة الصحيحة: أ","المهمة: اشرح معنى العبارة في سياق الثقافة السعودية.
السؤال: ماذا تعني عبارة 'قرعة الساقي' في الثقافة السعودية؟
الخيارات:
أ) تعبر عن التفاخر بالمظاهر
ب) تدل على حظ سيء
ج) تحذر من شراء الأشياء الغالية دون سبب
د) تشير إلى الربح السريع
الإجابة الصحيحة: ج","المهمة: اختر الاستخدام الصحيح لعبارة 'قرعة الساقي' في الجملة.
السؤال: اختبر الجملة التالية: 'اشتريت سيارة جديدة، لكني دفعت ________.'
الخيارات:
أ) قرعة الساقي
ب) كل ريال يستاهل
ج) رخيصة
د) قديمة
الإجابة الصحيحة: أ","المهمة: املأ الفراغ بما يناسب.
السؤال: عبارة 'قرعة الساقي' تعني ________.
الخيارات:

الإجابة الصحيحة: الشيء الذي يكلف أكثر من قيمته","المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: عبارة 'قرعة الساقي' تعني بأن الشيء ذو قيمة عالية.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: حدد المعنى الصحيح للعبارة 'قرعة الساقي'.
السؤال: ما هو المعنى المقصود بالعبارة 'قرعة الساقي'؟
الخيارات:
أ) الشيء الذي يكلف أكثر من قيمته
ب) أمر سهل جداً
ج) شيء ذو قيمة عالية
د) موقف محرج
الإجابة الصحيحة: أ"
قفا الصديق ولا وجه العدو,اذا احد لقى قفاه لعمل ينجزه يقول لك: العذر والسموحه ملقيك قفاي يكون الرد: قفا الصديق ولا وجه العدو,Central,"المهمة: حدد المنطقة التي يُستخدم فيها هذا القول بشكل شائع.
السؤال: أين يُستخدم المصطلح 'قفا الصديق ولا وجه العدو' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) حائل
الإجابة الصحيحة: أ","المهمة: فسر كيف يعكس قول 'قفا الصديق ولا وجه العدو' الثقافة السعودية.
السؤال: ما الذي يعبر عنه هذا القول في الثقافة السعودية؟
الخيارات:
أ) أهمية العلاقات الاجتماعية
ب) عدوك هو عدوك لإطلاق العذر
ج) التواصل الدائم ضروري
د) العمل تحت الضغط
الإجابة الصحيحة: أ","المهمة: في أي سياق يمكن استخدام عبارة 'قفا الصديق ولا وجه العدو'؟
السؤال: متى يُستخدم هذا القول؟
الخيارات:
أ) عند الاعتذار
ب) عند انجاز الأعمال
ج) عند التعارف
د) عند المخاطبة
الإجابة الصحيحة: أ","المهمة: أكمل العبارة التالية باستخدام التعبير المناسب: 'إن كان الشخص لا يواجه مشكلة، يقول: __________'.
السؤال: ما التعبير الصحيح الذي يكمل الجملة؟
الخيارات:
أ) قفا الصديق ولا وجه العدو
ب) لا تعطي للعدو وجهك
ج) اعتذر دون سبب
د) الصديق هو من يستحق العذر
الإجابة الصحيحة: أ","المهمة: هل العبارة التالية صحيحة أم خاطئة؟: 'قفا الصديق ولا وجه العدو' تعني أن العذر مقبول عند الأصدقاء.
السؤال: هل العبارة التالية صحيحة أم خاطئة؟
الخيارات:
أ) صحيح
ب) خاطئ
الإجابة الصحيحة: أ","المهمة: حدد المعنى المرتبط بالقول 'قفا الصديق ولا وجه العدو'.
السؤال: ما معنى عبارة 'قفا الصديق ولا وجه العدو'؟
الخيارات:
أ) احترم صديقك دائماً
ب) جميع الأصدقاء جيدون
ج) من الأفضل أن تلتزم بعملك
د) اعتذار الشخص غير مقبول
الإجابة الصحيحة: أ"
كبرت يا بس و صرت تخربش,يقال لهؤلاء الناس الذين يعتقدون ان بمعرفتهم الصغيرة ربما يستطيعون مجارة الكبار,Central,"المهمة: حدد المكان الذي يُستخدم فيه هذا المصطلح بشكل أكبر:
السؤال: أين يُستخدم المصطلح 'كبرت يا بس و صرت تخربش' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) الكويت
ج) أبوظبي
د) البحرين
الإجابة الصحيحة: أ","المهمة: حدد التفسير الثقافي للعبارة:
السؤال: ما الذي تعكسه عبارة 'كبرت يا بس و صرت تخربش' من ثقافة المجتمع السعودي؟
الخيارات:
أ) وقار وكلام حكيم
ب) المرح والسخرية من عدم النضوج
ج) التحفيز على التعلم
د) احترام الآراء
الإجابة الصحيحة: ب","المهمة: اختر السياق الصحيح لاستخدام العبارة:
السؤال: متى يمكن قول 'كبرت يا بس و صرت تخربش'؟
الخيارات:
أ) أثناء الحديث مع شخص ناضج
ب) عند التحدث مع أصدقاء في المدرسة
ج) عند الحديث عن موضوعات عميقة
د) عند استماع شخص إلى نصيحة
الإجابة الصحيحة: ب","المهمة: أكمل الجملة التالية:
السؤال: 'كبرت يا بس و صرت _____' يعني أنك تعبر عن عدم نضوج رأيك.
الخيارات:
أ) تصرف
ب) تخربش
ج) تتعب
د) تفكر
الإجابة الصحيحة: ب","المهمة: حدد إذا كانت العبارة صحيحة أم خاطئة:
السؤال: العبارة 'كبرت يا بس و صرت تخربش' تعني أن الشخص بدأ يتحدث بشكل أكثر عقلانية.
الخيارات:
أ) صحيح
ب) خاطئ
الإجابة الصحيحة: ب","المهمة: حدد المعنى الصحيح للعبارة:
السؤال: ماذا تعني عبارة 'كبرت يا بس و صرت تخربش'؟
الخيارات:
أ) أصبح الشخص ناضجًا ويتحدث بلا معنى
ب) الشخص أصبح خبيرًا في مجاله
ج) الشخص ينصح الآخرين
د) الشخص يفهم الأمور جيدًا
الإجابة الصحيحة: أ"
كل حشفة و لها مقرمش,كل شخص له نصيب من الزواج حتى ولو كان غبيا او كريها او بشعا فيقال هذا المثل دعما لذلك الحشفة هي قطعة نااشفة من الخبر,Western,"المهمة: حدد أين يُستخدم هذا المثل بشكل شائع.
السؤال: في أي منطقة سعودية يُستخدم المثل 'كل حشفة و لها مقرمش' بشكل شائع؟
الخيارات:
أ) جدة
ب) الرياض
ج) الدمام
د) مكة
الإجابة الصحيحة: أ","المهمة: تفسير المعنى الثقافي للمثل.
السؤال: ما الذي يعكسه المثل 'كل حشفة و لها مقرمش' من الناحية الثقافية؟
الخيارات:
أ) أهمية المال في الزواج
ب) العدالة في الفرص الاجتماعية
ج) تقدير القيم الثقافية
د) السعي لتحقيق الأهداف
الإجابة الصحيحة: ب","المهمة: حدد في أي سياق يُستخدم هذا المثل.
السؤال: متى يمكن استخدام المثل 'كل حشفة و لها مقرمش'؟
الخيارات:
أ) عند الحديث عن الكتب
ب) عند التحدث عن الزواج
ج) عند مناقشة المال
د) عند الحديث عن النجاح
الإجابة الصحيحة: ب","المهمة: استكمل الجملة بناءً على المثل.
السؤال: ______ له نصيب في الزواج وفقًا للمثل 'كل حشفة و لها مقرمش'.
الخيارات:
أ) الذكي
ب) الكفء
ج) كل شخص
د) المحبوب
الإجابة الصحيحة: ج","المهمة: تحديد صحة العبارة بناءً على المثل.
السؤال: عبارة 'كل حشفة و لها مقرمش' تعني أنه ليس كل شخص له فرصة في الزواج.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: وضح معنى المثل 'كل حشفة و لها مقرمش'.
السؤال: ما معنى عبارة 'كل حشفة و لها مقرمش'؟
الخيارات:
أ) كل شخص له نصيب من الزواج
ب) الزواج يحتاج إلى حب
ج) الجمال يعكس الشخصية
د) المال هو مفتاح الزواج
الإجابة الصحيحة: أ"
كل واحد يشل شيلتة,يدل ذلك على ان كل واحد مسؤؤول عن افعالة,General,"المهمة: حدد الموقع الذي يُستخدم فيه المصطلح بشكل شائع.
السؤال: أين يُستخدم المصطلح 'كل واحد يشل شيلتة' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) البحرين
د) الإمارات
الإجابة الصحيحة: أ","المهمة: فسر العبارة من منظور ثقافي.
السؤال: كيف تعكس العبارة 'كل واحد يشل شيلتة' القيم الثقافية في المجتمع السعودي؟
الخيارات:
أ) تشير إلى أهمية المسؤولية الفردية
ب) تدل على عدم التعاون
ج) تعكس التنافس السلبي
د) تعني الاعتماد الكلي على الحكومة
الإجابة الصحيحة: أ","المهمة: اختر الخيار الذي يناسب سياق العبارة.
السؤال: في أي سياق يستخدم المصطلح 'كل واحد يشل شيلتة'؟
الخيارات:
أ) في نقاش حول المسؤولية الشخصية
ب) في حفل زفاف
ج) في مباراة كرة قدم
د) في درس عن التعاون
الإجابة الصحيحة: أ","المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: عبارة 'كل واحد يشل _______' تستخدم للدلالة على تحمل المسؤولية.
الخيارات:
أ) شيلته
ب) غيره
ج) العائلة
د) المساعدة
الإجابة الصحيحة: أ","المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: العبارة 'كل واحد يشل شيلتة' تعني أن الناس يجب عليهم الاعتماد على بعضهم البعض.
الخيارات:
أ) صحيح
ب) خاطئ
الإجابة الصحيحة: ب","المهمة: حدد المعنى الصحيح للعبارة.
السؤال: ماذا تعني العبارة 'كل واحد يشل شيلتة'؟
الخيارات:
أ) يدل على أن كل واحد مسؤول عن أفعاله
ب) تشير إلى التنافس بين الأفراد
ج) تعني الاعتماد على الآخرين
د) تدل على التعاون الجماعي
الإجابة الصحيحة: أ"
لا تتريق الا على صايم مصلي,تقال للتحذير بانه كل شخص تستهزء بيه يوم حتلاقي الشي سار فيك,Western,"المهمة: حدد المكان الأكثر شيوعاً لاستخدام هذا المثل.
السؤال: أين يُستخدم المثل 'لا تتريق الا على صايم مصلي' بشكل أكثر شيوعاً؟
الخيارات:
أ) جدة
ب) الرياض
ج) الدمام
د) الكويت
الإجابة الصحيحة: أ","المهمة: فسر المعنى الثقافي للمثل.
السؤال: ما الذي يُشير إليه المثل 'لا تتريق الا على صايم مصلي' في الثقافة السعودية؟
الخيارات:
أ) استهزاء بمشاعر الآخرين
ب) أهمية الاحترام في المجتمع
ج) قيمة الصلاة
د) الشك في نوايا الناس
الإجابة الصحيحة: ب","المهمة: اختر السياق المناسب لاستخدام المثل.
السؤال: في أي موقف يُفضل قول 'لا تتريق الا على صايم مصلي'؟
الخيارات:
أ) عند الدعوة لتناول الطعام
ب) عند مناقشة احترام الآخرين
ج) عند السخرية من شخص يؤدي شعائر دينية
د) عند اللعب مع الأصدقاء
الإجابة الصحيحة: ج","المهمة: أكمل الجملة باستخدام الكلمة المناسبة.
السؤال: يُستخدم المثل 'لا تتريق الا على صايم مصلي' للتحذير من __________.
الخيارات:
أ) السخرية
ب) الاحترام
ج) الصلاة
د) الطعام
الإجابة الصحيحة: أ","المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: المثل 'لا تتريق الا على صايم مصلي' يعني أنه يجب السخرية من الشخص الذي يصلي.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: حدد المعنى الصحيح للمثل.
السؤال: ما هو معنى المثل 'لا تتريق الا على صايم مصلي'؟
الخيارات:
أ) لا تستهزئ بشخص لا يستحق
ب) عليك احترام الجميع
ج) احذر من السخرية ممن يستحقون الاحترام
د) لا تسخر من الناس
الإجابة الصحيحة: ج"
لا تحط عصك في شي ما يخصك,اي بمعنى لا تتدخل في امور لا تعنيك وتصبح في مشاكل انت في غنى عنها,Western,"السؤال: في أي منطقة سعودية يعتبر المثل ""لا تحط عصك في شي ما يخصك"" شائعاً؟  
  الخيارات:  
  أ) نجد 
  ب) الحجاز 
  ج) الشرقية  
  د) الدمام  
  الإجابة الصحيحة: ب","
المهمة: اختر فقط إجابة واحدة بدون أي ملاحظات إضافية.  
 السؤال: ما هي الدلالة الثقافية للمثل ""لا تحط عصك في شي ما يخصك""؟  
  الخيارات:  
  A) يشجع على الفضول.  
  B) يعبر عن الحكمة والحرص على تفادي المشاكل.  
  C) يعزز التواصل الاجتماعي.  
  D) يشجع على التعاون والمشاركة.  
  الإجابة الصحيحة: B","المهمة: اختر فقط إجابة واحدة بدون أي ملاحظات إضافية.  
السؤال: اختر جملة تناسب استخدام المثل ""لا تحط عصك في شي ما يخصك"":  
  الخيارات:  
  A) يجب أن أتدخل في مشكلتهم.  
  B) من الأفضل أن أبتعد عن خلافاتهم.  
  C) سأساعدهم في حل مشاكلهم.  
  D) لا تأخذ الأمور بجدية.  
  الإجابة الصحيحة: B","المهمة: اختر فقط إجابة واحدة بدون أي ملاحظات إضافية.  
السؤال: أكمل الجملة: ""لا تحط عصك في شي ما يخصك، لأنك___ ""  
  الخيارات:  
  A) قد تكون في مأزق.  
  B) ستنجح دائماً.  
  C) يجب عليك المساعدة.  
  D) ستتعلم شيئاً جديداً.  
  الإجابة الصحيحة: A"," المهمة: اختر الإجابة الصحيحة دون أي ملاحظات إضافية.  
 السؤال: هل المثل ""لا تحط عصك في شي ما يخصك"" يعبر عن نصيحة حكيمة؟  
  الخيارات:  
  A) صحيح  
  B) غير صحيح  
  الإجابة الصحيحة: A","المهمة: اختر الإجابة الصحيحة دون أي ملاحظات إضافية.  
السؤال: ما معنى المثل ""لا تحط عصك في شي ما يخصك""؟  
  الخيارات:  
  A) تدخل في أمور لا تعنيك.  
  B) تكون شخص كريم.  
  C) تحل المشاكل سريعاً.  
  D) تهتم بالصالح العام.  
  الإجابة الصحيحة: A"
