Term,Meaning_of_term,Dialect type,Location_Recognition_question,Cultural_Interpretation_question,Contextual_Usage_question,Fill_in_Blank_question,True_False_question,Meaning_question
دواء غسيل,مصطلح دارج في الحجاز من أجل وصف منظفات الكلور المستخدمة في الغسيل (مثال: كلوركس),Western,"المهمة: اختر المدينة التي تستخدم فيها عبارة 'دواء غسيل' بشكل شائع.
السؤال: أين يُستخدم المصطلح 'دواء غسيل' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) الخبر
الإجابة الصحيحة: ب","المهمة: ما هو التفسير الثقافي لعبارة 'دواء غسيل'؟
السؤال: كيف تعكس عبارة 'دواء غسيل' ثقافة الحجاز؟
الخيارات:
أ) تشير إلى احتياجات التنظيف الشائعة
ب) تعني نوع من النشاطات اليومية
ج) تدل على الأطعمة التقليدية
د) تعبر عن العادات الاجتماعية
الإجابة الصحيحة: أ","المهمة: اختر الاستخدام الصحيح لعبارة 'دواء غسيل' في السياق.
السؤال: ما هي الجملة الصحيحة التي يمكن استخدامها مع 'دواء غسيل'؟
الخيارات:
أ) القهوة لذيذة
ب) البقعة هذه عقدتني، فاضطريت إني استخدم معاها دوا غسيل علشان تطلع.
ج) الجو جميل اليوم
د) الكتاب مفيد
الإجابة الصحيحة: ب","المهمة: أكمل الفراغ بما يناسب.
السؤال: عندما تواجه بقعة صعبة، يمكن استخدام _________ لإزالتها.
الخيارات:
أ) صابون عادي
ب) دواء غسيل
ج) ماء
د) شامبو
الإجابة الصحيحة: ب","المهمة: حدد إذا كانت العبارة صحيحة أم خاطئة.
السؤال: عبارة 'دواء غسيل' تشير إلى نوع من الأدوية الطبية.
الخيارات:
أ) صحيح
ب) خاطئ
الإجابة الصحيحة: ب","المهمة: اختر المعنى الصحيح لعبارة 'دواء غسيل'.
السؤال: 
الخيارات:
أ) طعام شعبي
ب) منظف لملابس
ج) نوع من الأدوية
د) أداة للزراعة
الإجابة الصحيحة: ب"
دوخلتي حجي بي,أنشودة تراثية تقال في مهرجان الدوخلة بالشرقية ، دائماً يقولها الأطفال طيلة أيام المهرجان ، ولقيت الأنشودة إعجاباً من زوار المهرجان مما دفع المنشد صالح المؤمن إلى إنشادها .,Eastern,"المهمة: حدد الموقع الذي يُستخدم فيه التعبير 'دوخلتي حجي بي' بشكل أكثر شيوعاً.
السؤال: أين يُستخدم المصطلح 'دوخلتي حجي بي' بشكل أكثر شيوعاً؟
الخيارات:
أ) الشرقية
ب) مكة
ج) الرياض
د) جدة
الإجابة الصحيحة: أ","المهمة: فسّر العلاقة الثقافية لعبارة 'دوخلتي حجي بي'.
السؤال: ما هو التفسير الثقافي لاستخدام عبارة 'دوخلتي حجي بي' في المجتمع السعودي؟
الخيارات:
أ) تعبر عن الفخر بالتراث الشعبي
ب) تشير إلى تنشيط الاقتصاد المحلي
ج) تعكس روح الشباب
د) تستخدم لتعزيز العلاقات الأسرية
الإجابة الصحيحة: أ","المهمة: حدد السياق المناسب لاستخدام عبارة 'دوخلتي حجي بي'.
السؤال: في أي مناسبة يمكن استخدام عبارة 'دوخلتي حجي بي'؟
الخيارات:
أ) في حفلات الزفاف
ب) في مهرجان الدوخلة
ج) في المناسبات الدينية
د) في الاجتماعات العائلية
الإجابة الصحيحة: ب","المهمة: أكمل العبارة التالية.
السؤال: دوخلتي حجي بي، ليمن يجي _____.
الخيارات:
أ) حبيبي
ب) أصدقائي
ج) جدي
د) أبناء العائلة
الإجابة الصحيحة: أ","المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: عبارة 'دوخلتي حجي بي' تُستخدم في جميع أنحاء المملكة.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: حدد المعنى الصحيح لعبارة 'دوخلتي حجي بي'.
السؤال: ما معنى عبارة 'دوخلتي حجي بي'؟
الخيارات:
أ) أغنية شعبية للأطفال خلال مهرجان الدوخلة
ب) نوع من الحكايات القديمة
ج) وصف لمناسبة دينية
د) تعبير عن الحزن والفراق
الإجابة الصحيحة: أ"
دوهج,بمعني ذهب ، او راح ، وهي كلمة من مصطلح الهودج الذي علي ضهر البعير عند ابتعاده من مكان ارتحاله وهي تقال عند بعظ القبايل اليمنية القديمة وقليل منها في نجد وبعظ قبائل شمال الجزيرة العربية,General,"المهمة: اختر الموقع الذي يرتبط بكلمة 'دوهج'.
السؤال: في أي دولة يتم استخدام المصطلح 'دوهج' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الإمارات
ج) البحرين
د) الكويت
الإجابة الصحيحة: أ","المهمة: اختر التفسير الصحيح لاستخدام كلمة 'دوهج' في الثقافة السعودية.
السؤال: لماذا تستخدم كلمة 'دوهج' في بعض القبائل؟
الخيارات:
أ) لأنها تعبر عن الرحيل قديماً
ب) لأنها كلمة دينية
ج) لأنها تعبر عن الفرح
د) لأنها تستخدم في الاحتفالات
الإجابة الصحيحة: أ","المهمة: اختر السياق المناسب لاستخدام كلمة 'دوهج'.
السؤال: في أي جملة تستخدم 'دوهج' بشكل صحيح؟
الخيارات:
أ) الأطفال دوهج إلى المدرسة.
ب) الشمس سطعت في السماء.
ج) الرجل دوهج إلى أهله.
د) التربة خصبة للزراعة.
الإجابة الصحيحة: ج","المهمة: املأ الفراغ بالكلمة الصحيحة.
السؤال: عندما ابتعدت القافلة عن مكان ارتحالها، قالوا إنها _____.
الخيارات:
أ) دوهج
ب) توقفت
ج) انتظرت
د) عادت
الإجابة الصحيحة: أ","المهمة: تحديد صحة العبارة التالية حول كلمة 'دوهج'.
السؤال: عبارة 'دوهج' تستخدم بشكل رئيسي في قبائل يمانية قديمة.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: أ","المهمة: اختيار المعنى الصحيح لكلمة 'دوهج'.
السؤال: ما هو المعنى الصحيح لكلمة 'دوهج'؟
الخيارات:
أ) بمعنى ذهب أو راح
ب) بمعنى استراحة
ج) بمعنى اعتكف
د) بمعنى انتظر
الإجابة الصحيحة: أ"
ذوان,ذوان وبمعنى الأن ، < ومشتهرة بالحجاز وبالاخص قبيلة جهينة !,Western,"المهمة: حدد المنطقة الأكثر شيوعاً لاستخدام 'ذوان'.
السؤال: أين يُستخدم المصطلح 'ذوان' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الطائف
د) الخبر
الإجابة الصحيحة: ب","المهمة: فسر العبارة المذكورة.
السؤال: ماذا يعني أن 'ذوان' مشتهرة في قبيلة جهينة؟
الخيارات:
أ) تعكس تراث القبيلة الثقافي
ب) ليس لها أي دلالة
ج) تعني ملكية الأرض
د) تشير إلى نوع من الطعام
الإجابة الصحيحة: أ","المهمة: اختر الاستخدام الصحيح لـ 'ذوان'.
السؤال: في أي جملة يُستخدم مصطلح 'ذوان' بشكل صحيح؟
الخيارات:
أ) ذوان نمشي البر، الأن نذهب للبر.
ب) ذوان أكلت الفطور.
ج) ذوان لعبنا كرة.
د) ذوان كتبت كتاب.
الإجابة الصحيحة: أ","المهمة: أكمل الفراغ بما يتناسب مع المعنى.
السؤال: كلمة 'ذوان' تعني _____ في اللهجة السعودية.
الخيارات:
أ) الآن
ب) غدا
ج) الماضي
د) مع المستقبل
الإجابة الصحيحة: أ","المهمة: حدد إذا كانت العبارة صحيحة أو خاطئة.
السؤال: عبارة 'ذوان' تعني 'الآن' وهي مشتهرة في منطقة الحجاز.
الخيارات:
أ) صحيحة
ب) خاطئة
الإجابة الصحيحة: أ","المهمة: حدد معنى كلمة 'ذوان'.
السؤال: ما معنى كلمة 'ذوان'؟
الخيارات:
أ) تبرز في الشجاعة
ب) تعني الآن
ج) تعني البعد
د) تعني المستقبل
الإجابة الصحيحة: ب"
راس كلب,عندما ييقابل شخص أحد أصدقائه ولم يره منذ زمن فأول كلمة يقولها له (رأس كلب),Western,"المهمة: حدد الموقع الذي يستخدم فيه المصطلح 'راس كلب' بشكل شائع.
السؤال: في أي منطقة من السعودية يُستخدم التعبير 'راس كلب'؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) المدينة المنورة
الإجابة الصحيحة: ب","المهمة: فسر معنى الاستخدام الثقافي لعبارة 'راس كلب'.
السؤال: ما الذي يعكسه تعبير 'راس كلب' في الثقافة السعودية؟
الخيارات:
أ) روح الدعابة والتواصل الاجتماعي
ب) الرغبة في العزلة
ج) عدم الاكتراث للأصدقاء
د) الخوف من الغرباء
الإجابة الصحيحة: أ","المهمة: حدد الاستخدام الصحيح لعبارة 'راس كلب' في السياق.
السؤال: في أي موقف من المواقف يمكن استخدام التعبير 'راس كلب'؟
الخيارات:
أ) عند إلقاء درس
ب) عند لقاء صديق قديم
ج) عند تحية معلم
د) عند البيع والشراء
الإجابة الصحيحة: ب","المهمة: أكمل الجملة باستخدام المصطلح 'راس كلب'.
السؤال: عندما رأى علي صديقه بعد مدة طويلة، قال له: '_____ وينك من زمان'.
الخيارات:
أ) رأس كلب
ب) كيف الحال
ج) تعال هنا
د) الله يسلمك
الإجابة الصحيحة: أ","المهمة: حدد صحة العبارة المتعلقة بمعنى 'راس كلب'.
السؤال: تعبير 'راس كلب' يستخدم للتعبير عن الود والترحيب عند لقاء الأصدقاء بعد غياب طويل.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: أ","المهمة: حدد معنى العبارة 'راس كلب'.
السؤال: ماذا تعني العبارة 'راس كلب' في اللهجة الحجازية؟
الخيارات:
أ) تعبير عن المفاجأة
ب) دعوة للجلوس
ج) ترحيب بالشخص بعد غياب
د) طلب المساعدة
الإجابة الصحيحة: ج"
رايق رايق,يعني بالرااحة وبكل سهوولة.,Western,"المهمة: حدد المنطقة الأكثر شيوعًا لاستخدام تعبير 'رايق رايق'.
السؤال: في أي منطقة سعودية يُستخدم التعبير 'رايق رايق' بشكل أكبر؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) المدينة المنورة
الإجابة الصحيحة: ب","المهمة: اختر التفسير الثقافي لعبارة 'رايق رايق'.
السؤال: ماذا تعكس عبارة 'رايق رايق' عن أسلوب الحياة في السعوديين؟
الخيارات:
أ) يميل السعوديون إلى التوتر المستمر
ب) يحب السعوديون الاسترخاء والراحة
ج) يفضل السعوديون العمل الشاق فقط
د) السعوديون دائمًا في حالة ضغط
الإجابة الصحيحة: ب","المهمة: اختر السياق الصحيح لاستخدام عبارة 'رايق رايق'.
السؤال: في أي موقف يمكن استخدام 'رايق رايق'؟
الخيارات:
أ) عند التحدث عن ضغط العمل
ب) عند الاسترخاء بعد العمل
ج) عند التعلم في المدرسة
د) عند اللعب مع الأصدقاء
الإجابة الصحيحة: ب","المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: يقول هشام 'أنا اليوم _________ بعد المباراة.'
الخيارات:
أ) رايق رايق
ب) ضغوط
ج) مشغول
د) متعب
الإجابة الصحيحة: أ","المهمة: حدد ما إذا كانت العبارة صحيحة أم خطأ.
السؤال: عبارة 'رايق رايق' تعني الشعور بالتعب والإرهاق.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: اختر المعنى الصحيح لأداة التعبير 'رايق رايق'.
السؤال: ما معنى عبارة 'رايق رايق'؟
الخيارات:
أ) يعني مضغوط ومتعب
ب) يعني بالراحة وبكل سهولة
ج) يعني متوتر
د) يعني مشغول
الإجابة الصحيحة: ب"
رجة,ازعاج,Western,"المهمة: حدد أحد المناطق التي تستخدم فيها الكلمة 'رجة' بشكل شائع.
السؤال: أين يُستخدم المصطلح 'رجة' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) المدينة المنورة
الإجابة الصحيحة: ب","المهمة: اشرح الدلالة الثقافية لكلمة 'رجة'.
السؤال: ما الذي تعبر عنه كلمة 'رجة' في الثقافة السعودية؟
الخيارات:
أ) تشير إلى الهدوء
ب) تدل على عدم الراحة
ج) تعبر عن السعادة
د) تشير إلى البهجة
الإجابة الصحيحة: ب","المهمة: اختر الجملة الصحيحة التي تستخدم كلمة 'رجة'.
السؤال: أي من الجمل التالية تستخدم كلمة 'رجة' بشكل صحيح؟
الخيارات:
أ) الجو اليوم جميل وهادئ.
ب) رج امنا هذا الواد.
ج) أريد النوم الآن.
د) هذا الطقس ممتع.
الإجابة الصحيحة: ب","المهمة: أكمل الفراغ بالكلمة المناسبة.
السؤال: عندما يحدث _______، يكون الأمر مزعجًا.
الخيارات:
أ) سكون
ب) رجة
ج) سلام
د) طمأنينة
الإجابة الصحيحة: ب","المهمة: حدد إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'رجة' تعني الهدوء.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: حدد المعنى الصحيح لكلمة 'رجة'.
السؤال: ما هو المعنى الصحيح لكلمة 'رجة'؟
الخيارات:
أ) هدوء
ب) ازعاج
ج) سعادة
د) حزن
الإجابة الصحيحة: ب"
رجعنا على طير يلي,تقال عند رجوع المخاطَب الى عادة (سلبية) قد تركها منذ فترة، بنبرة استفهامية تعجبية.,Central,"المهمة: حدد الموقع الذي يُستخدم فيه التعبير غالباً.
السؤال: في أي منطقة سعودية يُستخدم التعبير 'رجعنا على طير يلي' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) حائل
د) أبها
الإجابة الصحيحة: أ","المهمة: حدد التفسير الثقافي للعبارة.
السؤال: ما الذي تعكسه عبارة 'رجعنا على طير يلي' عن الثقافة السعودية؟
الخيارات:
أ) تعكس العادات الصحية
ب) ترمز للأسرة والأصدقاء
ج) تعكس العودة إلى عادات سلبية كجزء من تجربة الحياة
د) تعبر عن حب المغامرة
الإجابة الصحيحة: ج","المهمة: اختر السياق المناسب لاستخدام العبارة.
السؤال: في أي سياق تستخدم العبارة 'رجعنا على طير يلي'؟
الخيارات:
أ) عندما يشجع شخص آخر على محاولة أشياء جديدة
ب) عندما يعبر شخص عن تعجبه من العودة إلى عادة قديمة
ج) عندما يصف شخص ما رحلة مغامرة
د) عندما ينهي شخص حديث عن العمل
الإجابة الصحيحة: ب","المهمة: أكمل العبارة التالية.
السؤال: عندما رأى محمود صديقه يأكل الحلويات بعد أن تركها، قال له: '_____ على طير يلي؟'
الخيارات:
أ) رجعنا
ب) ابتعدنا
ج) انسينا
د) جربنا
الإجابة الصحيحة: أ","المهمة: حدد إذا كانت العبارة التالية صحيحة أو خاطئة.
السؤال: 'رجعنا على طير يلي' تُستخدم عند الإشارة إلى العودة إلى عادة إيجابية.
الخيارات:
أ) صحيح
ب) خاطئ
الإجابة الصحيحة: ب","المهمة: حدد المعنى الشائع للتعبير 'رجعنا على طير يلي'.
السؤال: ما هو المعنى المقصود من عبارة 'رجعنا على طير يلي'؟
الخيارات:
أ) العودة إلى عادة جيدة
ب) العودة إلى عادة سلبية
ج) الاستعداد لمغامرة جديدة
د) الابتعاد عن الأمور العائلية
الإجابة الصحيحة: ب"
رحم الله والديك,رحم الله والديك : دعاء يستخدم بكثرة عند الحساوية (الاحسائين : نسبة الى الأحساء) للشخص الذي يصنع معروفا للطرف الاخر,Eastern,"المهمة: حدد المنطقة الأكثر استخداماً لعبارة 'رحم الله والديك'.
السؤال: أين يُستخدم المصطلح 'رحم الله والديك' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) الأحساء
ج) جدة
د) الدمام
الإجابة الصحيحة: ب","المهمة: وضح كيف تعكس 'رحم الله والديك' القيم الثقافية في المجتمع السعودي.
السؤال: ما هي القيمة الثقافية التي تعكسها عبارة 'رحم الله والديك' في المجتمع السعودي؟
الخيارات:
أ) الاحترام
ب) الكرم
ج) تقدير الوالدين
د) التعاون
الإجابة الصحيحة: ج","المهمة: اختر الموقف الأكثر مناسبًا لاستخدام عبارة 'رحم الله والديك'.
السؤال: في أي موقف يُفضل استخدام عبارة 'رحم الله والديك'؟
الخيارات:
أ) عند إلقاء التحية
ب) عندما يستقبل أحد المساعدة
ج) عند تلقي دعوة للعشاء
د) عند قراءة القرآن
الإجابة الصحيحة: ب","المهمة: أكمل الجملة باستخدام العبارة المناسبة.
السؤال: عندما يساعدني أحد، أقول له: ______.
الخيارات:
أ) جزاك الله خيرًا
ب) رحم الله والديك
ج) شكرًا لك
د) الله يسلمك
الإجابة الصحيحة: ب","المهمة: حدد صحة العبارة التالية: 'رحم الله والديك' تستخدم فقط في مناطق معينة من المملكة.
السؤال: هل العبارة صحيحة أم خاطئة؟
الخيارات:
أ) صحيحة
ب) خاطئة
الإجابة الصحيحة: أ","المهمة: حدد المعنى الصحيح لعبارة 'رحم الله والديك'.
السؤال: ما هو معنى 'رحم الله والديك' في اللهجة السعودية؟
الخيارات:
أ) دعاء للشفاء
ب) دعاء لشكر المعروف
ج) دعاء للرزق
د) دعاء للخير
الإجابة الصحيحة: ب"
رطرط في رطرط,تقال للي ماعنده سالفة,Western,"المهمة: حدد المنطقة التي يرتبط بها المصطلح 'رطرط في رطرط'.
السؤال: في أي منطقة سعودية تُستخدم عبارة 'رطرط في رطرط' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) مكة
د) الدمام
الإجابة الصحيحة: ب","المهمة: ناقش الاستخدام الثقافي للعبارة.
السؤال: ما هو الدلالة الثقافية لاستخدام عبارة 'رطرط في رطرط'؟
الخيارات:
أ) تعبر عن الاحترام
ب) تشير إلى الإلهام
ج) تدل على الاستهزاء
د) تعبر عن الجد
الإجابة الصحيحة: ج","المهمة: اختر السياق الذي يمكن أن تستخدم فيه عبارة 'رطرط في رطرط'.
السؤال: في أي موقف قد تقول 'رطرط في رطرط'؟
الخيارات:
أ) أثناء مناقشة مهمة أكاديمية
ب) أثناء حديث غير مثمر
ج) أثناء محادثة عن مشاريع مستقبلية
د) أثناء تقرير رسمي
الإجابة الصحيحة: ب","المهمة: أكمل الجملة بالعبارة المناسبة.
السؤال: إذا قال لك أحدهم 'رطرط في رطرط'، فهذا يعني أنه يتحدث عن شخص _____ .
الخيارات:
أ) ذكي
ب) يثرثر دون داع
ج) محب للعلم
د) طموح
الإجابة الصحيحة: ب","المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: عبارة 'رطرط في رطرط' تستخدم لوصف الشخص الذي لديه الكثير من الأمور المهمة.
الخيارات:
أ) صحيح
ب) خاطئ
الإجابة الصحيحة: ب","المهمة: اختر المعنى الصحيح لعبارة 'رطرط في رطرط'.
السؤال: ماذا تعني عبارة 'رطرط في رطرط'؟
الخيارات:
أ) يعني شخص حكيم
ب) يعني الشخص الذي ليس لديه سالفة
ج) يعني شخص ذو خبرة
د) يعني شخص مضحك
الإجابة الصحيحة: ب"
رفقًا بهم,جملة تطلق على الاشخاص او الشخص الذي لا يفهم المصطلحات او الاحداث الرائجة بين الناس.,General,"المهمة: حدد الموقع الأكثر ارتباطًا بهذا المصطلح.
السؤال: في أي دولة يُستخدم المصطلح 'رفقًا بهم' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) البحرين
د) سلطنة عمان
الإجابة الصحيحة: أ","المهمة: فسر العبارة 'رفقًا بهم' في السياق الثقافي.
السؤال: كيف تعبر عبارة 'رفقًا بهم' عن التقاليد السعودية في التعامل مع الآخرين؟
الخيارات:
أ) تعبير عن الود والتعاطف
ب) دعوة للسيطرة
ج) إشارة للقوة
د) مظهر من مظاهر المنافسة
الإجابة الصحيحة: أ","المهمة: حدد الاستخدام الصحيح لعبارة 'رفقًا بهم' في السياق.
السؤال: أي من الجمل التالية تستخدم عبارة 'رفقًا بهم' بشكل صحيح؟
الخيارات:
أ) رفقًا بهم، هم يستحقون المساعدة.
ب) رفقًا بهم، يجب أن نكافئهم.
ج) رفقًا بهم، لا تصرخ عليهم.
د) رفقًا بهم، نحن نحتاج للمزيد من العمل.
الإجابة الصحيحة: أ","المهمة: املأ الفراغ في الجملة التالية.
السؤال: يقال '________ بهم' عندما نتحدث عن مراعاة مشاعر الآخرين.
الخيارات:
أ) ارفق
ب) رفقًا
ج) أعط
د) اجعل
الإجابة الصحيحة: ب","المهمة: حدد إذا كانت العبارة صحيحة أو خاطئة.
السؤال: عبارة 'رفقًا بهم' تستخدم عند الحديث عن الأشخاص الذين يفهمون المصطلحات بشكل جيد.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: اختيار الخيار الصحيح.
السؤال: ما هو معنى عبارة ""رفقًا بهم""؟
الخيارات: 
A) التظاهر بالجهل 
B) الاستعطاف والرأفة 
C) الاستهزاء بالقوم 
D) توفير الدعم 
الإجابة الصحيحة: B (الاستعطاف والرأفة) 
"
روح رياضيه,اي متقبل ولا يزعل,General,"المهمة: حدد أين يكون استخدام عبارة 'روح رياضيه' أكثر شيوعاً.
السؤال: في أي دولة تستخدم العبارة 'روح رياضيه' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) البحرين
ج) عمان
د) الإمارات العربية المتحدة
الإجابة الصحيحة: أ","المهمة: اشرح أهمية مفهوم 'روح رياضيه' في الثقافة السعودية.
السؤال: لماذا يعتبر مفهوم 'روح رياضيه' مهم في المجتمع السعودي؟
الخيارات:
أ) لأنه يشجع على العنف
ب) لأنه يعزز من احترام المنافسين
ج) لأنه يؤكد على الفوز بأي ثمن
د) لأنه يحد من الحوار البناء
الإجابة الصحيحة: ب","المهمة: اختر الجملة التي تستخدم فيها العبارة 'روح رياضيه' بشكل صحيح.
السؤال: أي من الجمل التالية تعبر عن استخدام صحيح للعبارة؟
الخيارات:
أ) انزعج بعد خسارة المباراة، لكنه قال: أبغى أتحلى بروح رياضيه.
ب) لعبوا بحماس شديد رغم الضغوط.
ج) كان عابسًا طوال الوقت.
د) لم يكن لديه اهتمام بالمنافسة.
الإجابة الصحيحة: أ","المهمة: أكمل الجملة بالعبارة المناسبة.
السؤال: في مباراة الكرة، يُفضل أن تتحلى بـ _____ لتقبل النتائج سواء فزت أو خسرت.
الخيارات:
أ) روح رياضيه
ب) عدم الاكتراث
ج) الغضب
د) النرفزة
الإجابة الصحيحة: أ","المهمة: حدد ما إذا كانت العبارة التالية صحيحة أم خاطئة.
السؤال: العبارة 'روح رياضيه' تعني عدم الاهتمام بالمنافسة.
الخيارات:
أ) صحيحة
ب) خاطئة
الإجابة الصحيحة: ب","المهمة: حدد المعنى الصحيح للعبارة 'روح رياضيه'.
السؤال: ماذا تعني كلمة 'روح رياضيه'؟
الخيارات:
أ) حب المنافسة
ب) تقبل الأمور بهدوء
ج) عدم الالتزام
د) الحماس الزائد
الإجابة الصحيحة: ب"
روّق المنجا,عبارة تقال للشخص عندما يُطلب منه الهدوء و الكف عن النرفزة.,Western,"المهمة: حدد المنطقة الأكثر استخدامًا لعبارة 'روّق المنجا'.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'روّق المنجا' بشكل أكبر؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) أبها
الإجابة الصحيحة: ب","المهمة: حدد معنى العبارة في سياقها الثقافي.
السؤال: ما الدليل الثقافي لاستخدام عبارة 'روّق المنجا' في المجتمع السعودي؟
الخيارات:
أ) تستخدم لإراحة الشخص الذي يتوتر بسرعة.
ب) تشير إلى ضرورة العمل بجد.
ج) تعبر عن الحماس في المناسبات.
د) تعني التحذير من المخاطر.
الإجابة الصحيحة: أ","المهمة: اختر الاستخدام الصحيح لعبارة 'روّق المنجا' في سياق.
السؤال: أي جملة تبرز استخدام عبارة 'روّق المنجا'؟
الخيارات:
أ) عندما يتشاجر شخصان، يُنصح أحدهم بأن 'روّق المنجا'.
ب) في حفل، قيل لأحدهم 'روّق المنجا' حين كان يغني.
ج) عندما يذهب الطفل إلى المدرسة، يقول له والده 'روّق المنجا'.
د) لا يُستخدم التعبير في المواقف الاجتماعية.
الإجابة الصحيحة: أ","المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: عندما أقول لشخص 'روّق المنجا'، فهذا يعني ____.
الخيارات:
أ) اهدأ
ب) انتبه
ج) اضحك
د) العب
الإجابة الصحيحة: أ","المهمة: حدد ما إذا كانت العبارة صحيحة أو خاطئة.
السؤال: عبارة 'روّق المنجا' تعني اطلب من الشخص أن يتحمس.
الخيارات:
أ) صحيح
ب) خاطئ
الإجابة الصحيحة: ب","المهمة: اختر المعنى الصحيح لعبارة 'روّق المنجا'.
السؤال: ما المقصود بعبارة 'روّق المنجا'؟
الخيارات:
أ) اطلب منه الهدوء
ب) شجعه على التحرك
ج) أظهر له السعادة
د) اطلب منه الحديث
الإجابة الصحيحة: أ"
زاحف,هي مرحلة متقدمة من اللا مبالاة وتصيب غالبا المراهقين,Central,"المهمة: اختر الإجابة الصحيحة فقط بدون أي ملاحظات إضافية. 
السؤال: في أي منطقة سعودية يتم استخدام مصطلح ""زاحف"" بكثرة؟ 
الخيارات: 
A) الرياض 
B) جدة 
C) الدمام 
D) المدينة المنورة 
الإجابة الصحيحة: A (الرياض)","المهمة: تفسير التعبير في سياق الثقافة السعودية.
السؤال: ما الذي يعنيه استخدام مصطلح 'زاحف' في الثقافة السعودية؟
الخيارات:
أ) شخص له تأثير إيجابي على المجتمع
ب) شخص يظهر عدم اهتمام ويدل على مرحلة مراهقة وعدم أخذ الأمور بجدية
ج) شخص يتطلع إلى المستقبل
د) شخص يحاول التعلم
الإجابة الصحيحة: ب","### نوع السؤال: الاستخدام السياقي
المهمة: اختر الإجابة الصحيحة فقط بدون أي ملاحظات إضافية. 
السؤال: أي من الجمل التالية تستخدم فيها كلمة ""زاحف"" بشكل طبيعي? 
الخيارات: 
A) ""أنا سعيد جدا بسبب الامتحانات."" 
B) ""الأخ: سمعت إنك تحط زقارة، والله انك زاحف."" 
C) ""لا أحب القهوة."" 
D) ""أحب السفر في الصيف."" 
الإجابة الصحيحة: B (""الأخ: سمعت إنك تحط زقارة، والله انك زاحف."")","المهمة: إكمال الجملة بوضع الكلمة المناسبة.
السؤال: الشخص الذي يتدخن بشكل مفرط في هذه المرحلة يكون '____'.
الخيارات:
أ) طموح
ب) زاحف
ج) مدمن
د) نشيط
الإجابة الصحيحة: ب","### نوع السؤال: صحيح/خطأ
المهمة: اختر الإجابة الصحيحة فقط بدون أي ملاحظات إضافية. 
السؤال: عبارة ""زاحف"" تشير إلى مرحلة متقدمة من الانخراط الاجتماعي. 
الخيارات: 
A) صحيح 
B) خطأ 
الإجابة الصحيحة: B (خطأ) 
التفسير: ""زاحف"" تعني مرحلة متقدمة من اللامبالاة وليس الانخراط الاجتماعي.","### نوع السؤال: معنى
المهمة: اختر الإجابة الصحيحة فقط بدون أي ملاحظات إضافية. 
السؤال: ما معنى كلمة ""زاحف"" في اللهجة السعودية؟ 
الخيارات: 
A) مرحلة متقدمة من المشاركة 
B) مرحلة متقدمة من اللامبالاة 
C) مرحلة متقدمة من النشاط 
D) مرحلة متقدمة من الثقافة 
الإجابة الصحيحة: B (مرحلة متقدمة من اللامبالاة)"
